county,hospital_name,transit_options,num_transit_options
Alpine,Barton Memorial Hospital Emergency Department,"['South Ave/3rd St (Barton Hospital)', 'South Lake Tahoe', '3rd St (Tahoe Senior Plaza)', 'US 50/3rd St', 'US 50/3rd St (Orchids)', 'D St/Tata Ln', ""US 50/Tahoe Keys Blvd (Winter's Electric)"", ""US 50/Tahoe Keys Blvd (O'Reilly Auto Parts)""]",8
Alpine,San Joaquin General Hospital,"['Old Hospital Cir & North Loop Rd', 'Sj Cnty Hospital', 'Freedom Rd & Matthews Rd SB', 'Mathews Rd & Freedom Rd FS/EB', 'Mathews Rd & Migrant Center EB', 'Va Clinic & Manthey Rd', 'Hospital Rd & El Dorado St FS/WB', 'El Dorado & Hospital Rd FS/NB', 'El Dorado & French Camp NS/NB', 'El Dorado & French Camp NS/SB', 'Mathews Rd & Bright Rd FS/WB']",11
Alpine,Barton Health,"['South Ave/3rd St (Barton Hospital)', 'South Lake Tahoe', '3rd St (Tahoe Senior Plaza)', 'US 50/3rd St', 'US 50/3rd St (Orchids)', ""US 50/Tahoe Keys Blvd (Winter's Electric)"", ""US 50/Tahoe Keys Blvd (O'Reilly Auto Parts)"", 'D St/Tata Ln', 'US 50/Truckee Dr (Grocery Outlet)']",9
Alpine,Carson Valley Health: Emergency Department,[],0
Alpine,Barton Memorial Hospital Heliport,"['South Ave/3rd St (Barton Hospital)', 'South Lake Tahoe', '3rd St (Tahoe Senior Plaza)', 'US 50/3rd St', 'US 50/3rd St (Orchids)', 'D St/Tata Ln', ""US 50/Tahoe Keys Blvd (Winter's Electric)"", ""US 50/Tahoe Keys Blvd (O'Reilly Auto Parts)""]",8
Alpine,Barton Memorial Hospital Family Birthing Center,"['South Ave/3rd St (Barton Hospital)', 'South Lake Tahoe', '3rd St (Tahoe Senior Plaza)', 'US 50/3rd St (Orchids)', 'US 50/3rd St', ""US 50/Tahoe Keys Blvd (Winter's Electric)"", 'D St/Tata Ln', ""US 50/Tahoe Keys Blvd (O'Reilly Auto Parts)""]",8
Alpine,Alpine County Social Services Department,[],0
Alpine,Big Bend Regional Medical Center,[],0
Alpine,Arrowhead Regional Medical Center,"['San Bernardino at Pepper', 'Arrowhead Medical Center Nb Fs', 'Arrowhead Regional Medical Center', 'San Bernardino @ Pepper Eb Fs', 'Olive @ Meridian Eb Fs', 'San Bernardino @ Pepper Wb Fs', 'Meridian @ Valley Sb Ns', 'San Bernardino @ Pepper Eb Ns', 'Valley @ Rexford Nb Fs', 'Valley @ Meridian Wb Ns', 'San Bernardino @ Eucalyptus Wb Fs', 'Valley @ Eucalyptus Eb Ns', 'Valley @ Hermosa Eb Lat', 'Olive At Cypress', 'Olive @ Cypress Wb Fs', 'Olive @ Cypress Eb Ns', 'Valley @ Cypress Wb Fs']",17
Alpine,Barton Urgent Care,"['Tahoe Metropolitan Planning Organization', 'Kingsbury Transit Center', 'SR 207/Kahle Dr', 'SR 207/Market St', 'Market St.', ""US 50/ Lake Parkway (Bally's/Tahoe Blue Event Center)"", 'US 50/Lake Parkway (Golden Nugget)']",7
Alpine,Sharp Grossmont Hospital,"['Grossmont Center Dr & Center Dr', 'Grossmont Transit Center', 'Grossmont Center Dr & Healthcare Dr', 'Grossmont Center Dr & Center Dr', 'Grossmont Center Dr & Center Dr', 'Grossmont Station', 'Grossmont Transit Center', 'Grossmont Transit Center', 'Grossmont Transit Center', 'Amaya Drive Station', 'Amaya Trolley Station', 'La Mesa Bl & Grossmont Bl', 'La Mesa Bl & Grossmont Bl', 'La Mesa Bl & Grossmont Bl', 'La Mesa Bl & Garfield St', 'La Mesa Bl & Wilson St']",16
Alpine,Carson Tahoe Emergent Care,"['Hwy 395/Ironwood Dr. Northbound', 'Hwy 395/Ironwood Dr.-Southbound']",2
Alpine,Comprehensive Medicine,"['Arnold Wy & Alpine Grove Ln', 'Alpine Bl & Tavern Rd', 'Arnold Wy & Alpine Village Apts', 'Tavern Rd & Arnold Wy', 'Tavern Rd & Alpine Bl', 'Arnold Wy & Alpine Grove Ln', 'Alpine Bl & Tavern Rd', 'Arnold Wy & Alpine Grove Ln', 'Alpine Bl & Tavern Rd', 'Arnold Wy & Alpine Village Apts', 'Arnold Wy & Alpine Village Apts', 'Arnold Wy & Olivewood Ln', 'Arnold Wy & Olivewood Ln', 'Arnold Wy & Olivewood Ln', 'Arnold Wy & Alpine Bl', 'Alpine Bl & Arnold Wy', 'Alpine Bl & Arnold Wy']",17
Alpine,Carson Valley VA Clinic,"['Gardnerville - Kentucky Fried Chicken, 1338 US 395', ""Gardnerville - Smith's, 1341 US 395"", 'Douglas County Community/Senior Center (Herbig Park)', 'Hwy 395/Eddy St (Cheshire Antiques)']",4
Humboldt,Providence St. Joseph Hospital Eureka,"['Buhne & Harrison', 'General Hospital Campus', 'Harris & U', 'Gates', 'Dolbeer St & St Joseph Ln (Hospital)', 'Harrison St & Erie St', 'Buhne St & Harrison Ave', 'Buhne St & Harrison Ave', 'Harrison St & Harris St', 'S & Wood', 'General Hospital Campus - West Side', 'General Hospital - St. Joseph Hospital', 'Harris St & U St', 'Harris St & U St', 'S St & Carson St', 'General Hospital Campus - East Side', 'W St & Chester St', 'S St & Wood St', 'Harris St & Granada St', 'Buhne St & S St']",20
Humboldt,Mad River Community Hospital,"['Mad River Hospital', 'Janes Rd & Edith Dr - East Side (Hospital)', 'Janes Rd & Edith Dr - West Side (Hospital)', 'Janes Rd & Palomino Ln (Lazy J)', 'Janes Rd & Palomino Ln (Gardens)', 'Alliance at Spear Ave', 'Spear Ave & Alliance Rd (NW Corner)', 'Spear Ave & Alliance Rd (SW Corner)', 'Spear Ave & Alliance Rd (NE Corner)', 'Valley East Blvd (South)', ""Valley West Blvd. (McDonald's)""]",11
Humboldt,Providence Redwood Memorial Hospital,"['Redwood Way & St Joseph Dr - SB Stop (Redwood Memorial)', 'Redwood Way & St Joseph Dr - NB Stop (Redwood Memorial)', 'Rohnerville Rd & Guliiksen Dr - SB Stop (OpenDoor)', 'Rohnerville Rd & Guliiksen Dr - NB Stop (OpenDoor)', 'Kenwood Rd. & Kenmar Rd.', 'Kenwood Rd. & Kenmar Rd.', 'Kenwood Rd. & Brandi Ln.', 'Redwood Way - NB Stop (Redwood Village)', 'Redwood Way - SB Stop (Redwood Village)', 'Fortuna', 'Rohnerville Rd & Huffman Way', ""S. Fortuna Blvd. & Spring St. (O'Reillys)"", 'Rohnerville Rd. & Clifton Way', 'Fortuna Blvd. & Strongs Creek Dr.']",14
Humboldt,General Hospital Campus-St. Joseph Hospital,"['General Hospital Campus', 'Buhne & Harrison', 'Harrison & 18th', 'General Hospital - St. Joseph Hospital', 'General Hospital Campus - West Side', 'General Hospital Campus - East Side', 'Buhne St & Harrison Ave', 'Buhne St & Harrison Ave', 'Harrison St & Erie St', 'Harrison Ave & 18th St', 'Harrison Ave & 18th St', 'Gates', 'Dolbeer St & St Joseph Ln (Hospital)', '18th & Myrtle', 'Myrtle Ave & 18th St', '18th St & Myrtle Ave', 'Myrtle Ave & Glenwood St', 'S St & Trinity St (Zane Middle School)', 'Harrison St & Harris St', 'Myrtle Ave & Park St (Myrtletown Shops)']",20
Humboldt,Humboldt County Memorial Hospital,[],0
Humboldt,Jerold Phelps Community Hospital - Southern Humboldt Community Healthcare District,"['Garberville', 'Melville and Redwood Dr, Garberville', 'Humboldt House Inn', ""Redwood Dr & Maple Ln - Garberville SB Stop (Calico's)"", 'Redwood Dr & Melville Rd - Garberville NB Stop']",5
Humboldt,Eureka Community Health & Wellness Center,"['Tydd St & West Ave (Silvercrest)', '4th St & X St (Target)', 'Burre Center', '5th St & U St', '2nd St & Y St (Target)', '3rd St & V St', '4th St & U St', 'Myrtle Ave & Sunny Ave', 'West Ave & 13th St', '2nd St & V St', '3rd St & T St', 'Myrtle Ave & Dean St', '5th St & O St', '4th & O Streets, Eureka', '6th St & O St', 'West Ave & 17th St']",16
Humboldt,Humboldt General Hospital,['Winnemucca'],1
Humboldt,Providence Redwood Memorial Hospital Emergency Department,"['Redwood Way & St Joseph Dr - SB Stop (Redwood Memorial)', 'Redwood Way & St Joseph Dr - NB Stop (Redwood Memorial)', 'Rohnerville Rd & Guliiksen Dr - SB Stop (OpenDoor)', 'Rohnerville Rd & Guliiksen Dr - NB Stop (OpenDoor)', 'Kenwood Rd. & Kenmar Rd.', 'Kenwood Rd. & Kenmar Rd.', 'Kenwood Rd. & Brandi Ln.', 'Redwood Way - NB Stop (Redwood Village)', 'Redwood Way - SB Stop (Redwood Village)', 'Fortuna', 'Rohnerville Rd & Huffman Way', ""S. Fortuna Blvd. & Spring St. (O'Reillys)"", 'Rohnerville Rd. & Clifton Way', 'Fortuna Blvd. & Strongs Creek Dr.']",14
Humboldt,Redwood Urgent Care,"['Buhne & Harrison', 'General Hospital Campus', 'Harrison & 18th', 'Buhne St & Harrison Ave', 'Buhne St & Harrison Ave', 'General Hospital Campus - West Side', 'General Hospital - St. Joseph Hospital', 'General Hospital Campus - East Side', 'Harrison St & Erie St', 'Gates', 'Dolbeer St & St Joseph Ln (Hospital)', 'Harrison St & Harris St', 'Harrison Ave & 18th St', 'Harrison Ave & 18th St', 'Myrtle Ave & Glenwood St', 'Harris St & Granada St', 'Myrtle Ave & 18th St', 'Buhne St & S St', '18th & Myrtle', 'S St & Trinity St (Zane Middle School)']",20
Humboldt,McKinleyville Community Health Center,"['School Road, McKinleyville', 'Central Ave. & School Rd.', 'Central Ave. & School Rd.', 'Central Ave & Gwin Rd - SB Stop (McK Shops)', 'Central Ave. & Bella Vista Rd.', 'Bella Vista Avenue', 'Central Ave. & Bella Vista Rd.', 'McKinleyville Shopping Center', 'Central Ave & Gwin Rd - NB Stop (McK Shops)']",9
Humboldt,Providence St. Joseph Hospital Eureka Emergency Room,"['Buhne & Harrison', 'General Hospital Campus', 'Harris & U', 'Gates', 'Dolbeer St & St Joseph Ln (Hospital)', 'Harrison St & Erie St', 'Buhne St & Harrison Ave', 'Buhne St & Harrison Ave', 'Harrison St & Harris St', 'General Hospital Campus - West Side', 'General Hospital - St. Joseph Hospital', 'S & Wood', 'Harris St & U St', 'Harris St & U St', 'General Hospital Campus - East Side', 'S St & Carson St', 'W St & Chester St', 'Harris St & Granada St', 'S St & Wood St', 'Buhne St & S St']",20
Humboldt,Humboldt Open Door Clinic,"['Foster Ave & Alliance Rd', 'Alliance & Stromberg', 'Sunset Ave (Skate Park, South Side)', 'Sunset Ave (Skate Park, North Side)', 'Foster Ave & Alliance Rd', 'H St & 18th St', 'Alliance Rd & Foster Ave', 'G St & 18th St', 'CalPoly Library', 'Cal Poly Humboldt - Library Circle', 'H St & 16th St (Arcata High)', 'Alliance Rd & Stromberg Ave - East Side', 'Alliance Rd & Stromberg Ave - West Side', 'H St & 16th St', 'L. K. Wood Blvd & California Ave', 'G St & 16th St (Arcata High)', 'Alliance Rd & Hilfiker Dr', 'Alliance Rd & 27th St', 'H St & 14th St', 'Arcata']",20
Humboldt,Mad River Community Hospital: Emergency Room,"['Mad River Hospital', 'Janes Rd & Edith Dr - East Side (Hospital)', 'Janes Rd & Edith Dr - West Side (Hospital)', 'Janes Rd & Palomino Ln (Lazy J)', 'Janes Rd & Palomino Ln (Gardens)', 'Alliance at Spear Ave', 'Spear Ave & Alliance Rd (NW Corner)', 'Spear Ave & Alliance Rd (SW Corner)', 'Spear Ave & Alliance Rd (NE Corner)', 'Valley East Blvd (South)', ""Valley West Blvd. (McDonald's)""]",11
Humboldt,Redwood Community Health Center,"['Buhne & Harrison', 'General Hospital Campus', 'Gates', 'Dolbeer St & St Joseph Ln (Hospital)', 'Buhne St & Harrison Ave', 'Harrison St & Erie St', 'Buhne St & Harrison Ave', 'General Hospital Campus - West Side', 'General Hospital - St. Joseph Hospital', 'General Hospital Campus - East Side', 'Harrison St & Harris St', 'Harris & U', 'S St & Carson St', 'Buhne St & S St', 'Harris St & U St', 'Harris St & U St', 'S & Wood', 'S St & Trinity St (Zane Middle School)', 'Harris St & Granada St', 'S St & Wood St']",20
Humboldt,Mad River Community Hospital - Occupational Health Services,"['Mad River Hospital', 'Janes Rd & Edith Dr - East Side (Hospital)', 'Janes Rd & Edith Dr - West Side (Hospital)', 'Janes Rd & Palomino Ln (Lazy J)', 'Janes Rd & Palomino Ln (Gardens)', 'Alliance at Spear Ave', 'Spear Ave & Alliance Rd (NW Corner)', 'Spear Ave & Alliance Rd (SW Corner)', 'Spear Ave & Alliance Rd (NE Corner)', 'Valley East Blvd (South)']",10
Humboldt,HSU Campus Health Center,"['Cal Poly Humboldt - Library Circle', 'CalPoly Library', 'G St & 18th St', 'H St & 18th St', 'Sunset Ave (Skate Park, North Side)', 'Sunset Ave (Skate Park, South Side)', 'Arcata', 'G St & 16th St (Arcata High)', 'H St & 16th St (Arcata High)', 'H St & 16th St', 'B St & 14th St', 'L. K. Wood Blvd & California Ave', 'H St & 14th St', 'G St & 13th St', '14th St & Union St', 'L. K. Wood Blvd & Ridge Rd', '11th St & H St', 'G St & 10th St', 'Foster Ave & Alliance Rd', 'Foster Ave & Alliance Rd']",20
Sutter,Sutter Surgical Hospital North Valley,"['C Street and Wilbur Avenue', 'Plumas St. and Bridge St.', 'C St & Wilbur Ave', 'C St & Wilbur Ave', 'Plumas St at Town Square', 'Plumas St & B St', 'Wilbur & Franklin Ave', 'Wilbur & Franklin Ave', 'Wilbur Ave & YC Charter', 'Wilbur Ave at Fairview MHP', 'Plumas & Bridge St', 'Plumas & Bridge St', 'Wilbur Ave. and Garden Hwy.', 'Wilbur Ave & Garden Hwy', 'Wilbur Ave & Garden Hwy', 'Forbes Ave. and Almond St.', 'Forbes Ave & Almond St', 'Plumas St. and Church St.', 'Plumas & Church St', 'Forbes Ave & Almond St']",20
Sutter,Adventist Health and Rideout,"['H Street and 7th Street', '3rd St at Rideout Hosp', '3rd & F St Rideout Hosp', 'H & 4th St', 'F & Second St (Buttes Manor)', 'D & 2nd', 'H & 7th St', 'H & 7th St', 'B Street and 3rd Street', 'B St & 3rd St', 'B Street and 6th Street', 'B St & 3rd St', ""Gov't Center I St & 9th St"", 'Marysville Amtrak Station', 'B & 6th St', 'B & 6th St', 'B & 8th St Caltrans', 'B & 9th St', 'H & 11th St', 'H Street and 11th Street']",20
Sutter,Sutter Roseville Medical Center,"['N Sunrise Ave & E Roseville Pkwy (NB)', 'E Roseville Pkwy & N Sunrise Ave (WB)', 'N Sunrise Ave & E Roseville Pkwy (SB)', 'Roseville Pkwy & Taylor Rd (WB)']",4
Sutter,Sutter Amador Hospital,"['Sutter/Amador Hospital', 'CVS Pharmacy', 'Court St. Medical Complex', 'Jackson Hills Apts.', 'Senior Center', 'Broadway & Clinton', 'Broadway & Clinton', 'Petkovitch Park - Water St', 'Broadway & Clinton', 'Petkovich Park @ Broadway', 'Petkovitch Park - Water St (opp.)', 'Main St. - Chamber of Commerce', '150 Main St', 'DMV/ Regal Theater/ Holiday Inn']",14
Sutter,Sutter Medical Center | Ose Adams Medical Pavilion,"['L St & 28th St (WB)', 'L St. & 29th St.', '29th St & K St (SB)', '30th St & L St (NB)', '30th St & Capitol Ave (NB)', '29th St & N St (SB)', 'J St & 28th St (EB)', 'J St + 28th St', 'L St & 26th St (WB)', 'J St & 27th St (EB)', '29th St + J St', '29th St & J St (SB)', '30th St & N St (NB)', 'Alhambra Blvd & K St (SB)', '30th St + J St', '30th St & J St (NB)', 'J St + Alhambra', 'J St & Alhambra Blvd (EB)', 'J St + 25th St', 'J St & 25th St (EB)']",20
Sutter,Sutter Auburn Faith Hospital,"['Education St & Professional Dr', 'Sapphire Dr & Garnet Way', 'Professional Dr at Fortune Ct', 'Hwy 49 at Quartz Dr', 'Galena Dr & Quartz Dr', 'Target', '1st St & C Ave (DeWitt)', 'Bell Rd & County Center Dr', 'Plaza Dr & Plaza Way', 'Plaza Dr & Plaza Way', 'Hwy 49 & Dry Creek Rd (RCMHP)', 'F Ave & 1st St (DeWitt)', 'Richardson Dr & B Ave', 'Chana Park']",14
Sutter,Woodland Memorial Hospital,"['Cottonwood at W. Gibson NB', 'Cottonwood at W. Gibson SB', 'W. Gibson at Amherst WB', 'W. Gibson at Amherst EB', 'W. Gibson at Midway WB', 'W. Gibson at Midway EB', 'Cottonwood at W. Southwood SB', 'Cottonwood at W. Southwood NB', 'W. Gibson at West WB', 'Gibson at West', 'Cottonwood at W. Cross SB', 'Cottonwood at W. Cross NB']",12
Sutter,Sutter Feather Down Family Practice (Yuba City): Sutter Medical Foundation,"['Stabler Ln. and Starr Drive', ""Walton Terminal Sam's Club"", 'Stabler Ln & Starr Dr DMV', 'Stabler Ln & Starr Dr DMV', 'Stabler Ln & Butte House', 'Butte House & Stabler Ln (Rite Aid)', 'Butte House & El Dorado Ln', 'Butte House & Civic Center', ""Walton Ave & Sam's Club Entrance (NB)"", ""Walton Ave at Sam's Club"", ""Walton Ave at Sam's Club"", 'Butte House & Tharp Rd', 'Lassen Blvd & Walton Ave', 'Lassen Blvd & Tharp Rd', 'Butte House & Target Entrance', 'Butte House & Mall', 'Harter Pkwy & Walmart']",17
Sutter,Sutter Santa Rosa Regional Hospital,"['Mark West Springs Rd. & Old Redwood Hwy.', 'Mark West Springs Rd & Old Redwood Hwy', 'Mark West Springs Rd & Old Redwood Hwy', 'Old Redwood Hwy & Mark West Springs Rd', 'Old Redwood Hwy & Mark West Springs Rd', 'Old Redwood Hwy & Larkfield Maples Ct', 'Old Redwood Hwy & Chelsea Drive', 'Larkfield Shopping Center', 'Larkfield Shopping Center', 'Larkfield Shopping Center', 'Old Redwood Hwy & La Mancha Apartments', 'Old Redwood Hwy & Chelsea Dr', 'River Rd & W of Hwy 101', 'River Rd & West of Hwy 101']",14
Sutter,Adventist Health and Rideout: Emergency Room,"['H Street and 7th Street', '3rd St at Rideout Hosp', 'H & 4th St', '3rd & F St Rideout Hosp', 'F & Second St (Buttes Manor)', 'H & 7th St', 'H & 7th St', 'D & 2nd', ""Gov't Center I St & 9th St"", 'Marysville Amtrak Station', 'B Street and 3rd Street', 'B St & 3rd St', 'B St & 3rd St', 'B Street and 6th Street', 'B & 6th St', 'B & 6th St', 'B & 8th St Caltrans', 'H & 11th St', 'H Street and 11th Street', 'H & 11th St']",20
Sutter,Sutter Medical Center | Anderson Lucchetti Women's & Children's Center,"['L St. & 29th St.', 'L St & 28th St (WB)', '29th St & K St (SB)', '30th St & Capitol Ave (NB)', '30th St & L St (NB)', '29th St & N St (SB)', '30th St & N St (NB)', 'Alhambra Blvd & K St (SB)', 'J St & 28th St (EB)', 'J St + 28th St', 'L St & 26th St (WB)', '29th St + J St', '29th St & J St (SB)', 'J St & 27th St (EB)', '30th St + J St', '30th St & J St (NB)', 'J St + Alhambra', 'J St & Alhambra Blvd (EB)', '29th St & P St (SB)', '30th St & P St (NB)']",20
Sutter,Sutter Lakeside Hospital,"['Sutter Lakeside Hospital', 'Northport Mobile Home Park', 'Lakeside Health Center', 'Northport Mobile Home Park', 'Northport Mobile Home Park', 'Lake County Jail']",6
Sutter,Orchard Hospital,"['Spruce & SR 99', 'Spruce & SR 99', 'Heritage Oaks Mall', 'Heritage Oaks Mall', 'Spruce St & Kentucky', 'Spruce St & Kentucky']",6
Sutter,Mercy General Hospital,"['J St & 40th St (WB)', 'J St + 40th St', 'J St & 40th St (EB)', 'J St + 39th St', 'J St & 39th St (EB)', 'J St & 39th St (WB)', 'J St + 39th St', 'J St & 38th St (WB)', 'J St + 38th St', 'J St + 37th St', 'J St & 37th St (EB)', 'J St + 43rd St', 'J St & 43rd St (WB)', 'J St + 43rd St', 'J St & 43rd St (EB)', 'J St & 36th St (WB)', 'J St + 36th St', 'J St & 35th St (EB)', 'J St + 35th St', 'Mckinley + 37th St']",20
Sutter,Sutter North Medical Group,"['C Street and Wilbur Avenue', 'Plumas St. and Bridge St.', 'Plumas St & B St', 'Plumas St at Town Square', 'C St & Wilbur Ave', 'C St & Wilbur Ave', 'Wilbur & Franklin Ave', 'Wilbur & Franklin Ave', 'Plumas & Bridge St', 'Plumas & Bridge St', 'Wilbur Ave & YC Charter', 'Wilbur Ave at Fairview MHP', 'Forbes Ave. and Almond St.', 'Forbes Ave & Almond St', 'Forbes Ave & Almond St', 'Plumas St. and Church St.', 'Plumas & Church St', 'Plumas & Church St', 'Wilbur Ave. and Garden Hwy.', 'Wilbur Ave & Garden Hwy']",20
Sutter,Sutter Davis Hospital,"['W. Covell at John Jones', 'W. Covell at Shasta EB', 'W. Covell at Shasta WB', 'Sycamore Ln & Marketplace/Pepperwood Apts (NB) - Drop Off Only', 'Sycamore Ln & Antelope (SB)', 'Sycamore Ln & Antelope (NB) - Drop Off Only', 'Sycamore Ln & Marketplace (SB)', 'W. Covell at Sycamore WB', 'Sycamore Ln & Chaparral Apts (SB)', 'W. Covell at Sycamore EB', 'Alvarado Ave & Sycamore (WB) - Drop Off Only', 'North Sycamore Loop (NB)', 'Covell Blvd & Denali Drive (EB)', 'Alvarado Ave & Sycamore (EB)', 'Sycamore Ln & Drake Drive (SB)', 'Sycamore Ln & Notre Dame Drive (SB)', 'W. Covell at Denali', 'Sycamore Ln & Radcliffe Drive (NB)', 'Sycamore Ln & Villanova Drive (NB)', 'Drake Drive & Drake Apartments (WB)']",20
Sutter,Sierra Nevada Memorial Hospital,"['SNM Building #1 Hospital', 'SNM Building #3 Hospital', 'E Main St at Main St Professional Ctr', 'E Main St at Professional Bldg', 'Dorsey Dr At Catherine', 'SNM Building #4 Hospital', 'Dorsey Dr at Segsworth Way', 'E Main St at The Fairway Bldg', 'Granite Wellness', 'Hughes Rd at Sierra Cinemas', 'Sierra College Dr at Chapa De Clinic', 'Dorsey Dr across from Springhill Gardens Apts', 'Joerschke Dr at Valley Commons', 'Dorsey Dr at Springhill Gardens Apts', 'E Main St at E Berryhill Dr', 'Sierra College Dr at Litton Trail', 'Rockwood Dr at Hughes Rd', 'E Main St at W Berryhill Dr', 'Sierra College Dr at Fire Dept Sta 2', 'Dorsey Dr at Grass Valley Terrace Apts']",20
Sutter,Mercy San Juan Medical Center,"['Coyle Ave & St Charles Dr (EB)', 'Coyle + St Charles E', 'Coyle Ave & St Charles Dr (EB)', 'Coyle + Milburn', 'Coyle Ave & Milburn St (EB)', 'Coyle Ave & Park Oaks Dr (WB)', 'Coyle + Park Oaks', 'Coyle + Southbrook', 'Coyle Ave & Southbrook Way (WB)', 'Coyle + St Charles', 'Coyle Ave & St Charles Dr (EB)', 'Coyle + Hesper', 'Coyle Ave & Hesper Way (EB)', 'Coyle Ave & Dewey Dr (WB)', 'Coyle + Dwey', 'Coyle + Hesper', 'Coyle Ave & Hesper Way (WB)', 'Dewey Dr + 5915 Dewey', 'Dewey Dr & 5915 (SB)', 'Dewey Dr & Stratton Ave (NB)']",20
Sutter,Methodist Hospital of Sacramento,"['Timberlake Wy & Hospital Dr (SB)', 'Timberlake Way & Hospital Dr (SB)', 'Bruceville Rd & Hospital Dr (NB)', 'Bruceville Rd & Timberlake Way (NB)', 'Timberlake Wy & Richardson Ct (SB)', 'Timberlake Wy + Bruceville Rd', 'Timberlake Wy & Bruceville Rd (EB)', 'Timberlake Wy & Bruceville Rd (WB)', 'Bruceville Rd & Timberlake Way (NB)', 'Bruceville + Timberlake N', 'Bruceville Rd & Alpine Frost Dr (SB)', 'Bruceville Rd & Cosumnes Blvd (NB)', 'Calvine Rd & Bruceville Rd (EB)', 'Wyndham + Bruceville', 'Wyndham Dr & Bruceville Rd (EB)', 'Wyndham Dr & Bruceville Rd (WB)', 'Wyndham + Bruceville', 'Wyndham + Lindbrook', 'Wyndham Dr & Lindbrook Way (EB)', 'Wyndham + Lindbrook W']",20
